business_name,business_category,address,city,state,pincode,latitude,longitude,phone_number,website,email,opening_hours,open_now,rating,review_count,description,services,business_status,source_url,collected_timestamp
Haseena Plumbing Works,Plumber,"#6/1, C No. 1st Street, Opposite To Golden Chicken, HKP Road Broadway Cross, Bengaluru, Karnataka 560051",Bangalore,Karnataka,560051,12.9856086,77.6052999,08971196146,,,Saturday9 am–8 pmSunday10 am–3 pmMonday9 am–8 pmTuesday9 am–8 pmWednesday9 am–8 pmThursday9 am–8 pmFriday9 am–8 pmSuggest new hours,,5.0,4,,,Operational,"https://www.google.com/maps/place/Haseena+Plumbing+Works/@12.9856086,77.6052999,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae16619bea4ba3:0x567dad9a0935cdba!8m2!3d12.9856086!4d77.6052999!16s%2Fg%2F1tmqdnj8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:23:20.193797
"UNIVERSAL TRADING CO.,",Hardware store,"MICON waire, 101 Silver Jubli Road cross, KR Market, Bengaluru, Karnataka 560002",Bangalore,Karnataka,560002,,,09980791664,https://www.indiamart.com/universal-trading-co-bengaluru/,,Saturday11 am–8 pmSundayClosedMonday11 am–8 pmTuesday11 am–8 pmWednesday11 am–8 pmThursday11 am–8 pmFriday11 am–8 pmSuggest new hours,False,4.9,54,"·

In-store shopping
·

Kerbside pickup
·

Delivery
",,Operational,"https://www.google.com/maps/place/UNIVERSAL+TRADING+CO.,/data=!4m7!3m6!1s0x3bae15e195b86adb:0xc5d1c8770da44664!8m2!3d12.9644255!4d77.5777879!16s%2Fg%2F11btt8qc93!19sChIJ22q4leEVrjsRZEakDXfI0cU?authuser=0&hl=en&rclk=1",2026-08-08T06:23:24.391876
Geberit Plumbing Technology India Pvt Ltd,Plumbing supply store,"At, THE LALIT ASHOK, Kumarakrupa Rd, High Grounds, Seshadripuram, Bengaluru, Karnataka 560001",Bangalore,Karnataka,560001,12.992109,77.582133,18001024323,http://www.geberit.in/,,SaturdayClosedSundayClosedMonday8:30 am–6:30 pmTuesday8:30 am–6:30 pmWednesday8:30 am–6:30 pmThursday8:30 am–6:30 pmFriday8:30 am–6:30 pmSuggest new hours,False,3.9,129,,,Operational,"https://www.google.com/maps/place/Geberit+Plumbing+Technology+India+Pvt+Ltd/@12.992109,77.582133,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3d1479fe0bb9:0x8c5ceda82852c749!8m2!3d12.992109!4d77.582133!16s%2Fg%2F1q5bt9txc?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:23:30.642355
MUTHAYAMMA HARDWARE,Hardware store,"6, 15th Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008",Bangalore,Karnataka,560008,12.9668352,77.6417508,,,,Saturday8 am–9 pmSunday8 am–9 pmMonday8 am–9 pmTuesday8 am–9 pmWednesday8 am–9 pmThursday8 am–9 pmFriday8 am–9 pmSuggest new hours,,5.0,12,,,Operational,"https://www.google.com/maps/place/MUTHAYAMMA+HARDWARE/@12.9668352,77.6417508,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae159984a5ccdb:0xd0e9a2dc3e9599eb!8m2!3d12.9668352!4d77.6417508!16s%2Fg%2F11w2k6jb3m?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:23:40.439636
Glorious Solutions Bangalore - A One Stop Solutions For All Your Home Needs,Property management company,"Ground Floor, Yash Cottage, 31/1, A, Anglo - Indian Lane, near Anglo - Indian Park, B Block, Yellagondanpalya, Austin Town, Victoria Layout, Bengaluru, Karnataka 560047",Bangalore,Karnataka,560047,12.9629828,77.6141927,07019354399,,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,5.0,2,,,Operational,"https://www.google.com/maps/place/Glorious+Solutions+Bangalore+-+A+One+Stop+Solutions+For+All+Your+Home+Needs/@12.9629828,77.6141927,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae155e583f00f9:0x7a7ba5ab29cabc0a!8m2!3d12.9629828!4d77.6141927!16s%2Fg%2F11vz520y92?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:23:55.618405
Valueline - Bangalore | Sanitary ware | Wooden floor tiles | Aluminum sliding Windows & Doors | Bathroom Fittings | Wardrobe,Home goods store,"Ground & 1st floor, 953, 12th Main Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008",Bangalore,Karnataka,560008,,,09591855724,https://valueline.in/,,Saturday10 am–7 pmSundayClosedMonday10 am–7 pmTuesday10 am–7 pmWednesday10 am–7 pmThursday10 am–7 pmFriday10 am–7 pmSuggest new hours,False,4.4,25,"·

In-store shopping
·

Delivery
",,Operational,https://www.google.com/maps/place/Valueline+-+Bangalore+%7C+Sanitary+ware+%7C+Wooden+floor+tiles+%7C+Aluminum+sliding+Windows+%26+Doors+%7C+Bathroom+Fittings+%7C+Wardrobe/data=!4m7!3m6!1s0x3bae178b3951c0c9:0x947175a05980a0ab!8m2!3d12.9702313!4d77.6396196!16s%2Fg%2F11f9z430d_!19sChIJycBROYsXrjsRq6CAWaB1cZQ?authuser=0&hl=en&rclk=1,2026-08-08T06:24:00.427117
S.K.N Traders,Hardware store,"No. /1, Post, Bangalore, 263, BEML Main Rd, Maruthi Nagar, Bengaluru, Karnataka 560075",Bangalore,Karnataka,560075,12.9731335,77.6764009,09448970626,,,Saturday9 am–8 pmSunday9 am–1 pmMonday9 am–8 pmTuesday9 am–8 pmWednesday9 am–8 pmThursday9 am–8 pmFriday9 am–8 pmSuggest new hours,,4.5,53,"·

Delivery
",,Operational,"https://www.google.com/maps/place/S.K.N+Traders/@12.9731335,77.6764009,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae115fce3b6b61:0x4f5fb1d669a3361c!8m2!3d12.9731335!4d77.6764009!16s%2Fg%2F11b7y6p6jn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:24:06.465647
ServiceStop Home Services,Plumber,,Bangalore,Karnataka,,12.987977,77.6219718,,,,Saturday9 am–9 pmSunday9 am–9 pmMonday9 am–9 pmTuesday9 am–9 pmWednesday9 am–9 pmThursday9 am–9 pmFriday9 am–9 pmSuggest new hours,,4.4,34,,,Operational,"https://www.google.com/maps/place/ServiceStop+Home+Services/@12.987977,77.6219718,11z/data=!3m1!4b1!4m6!3m5!1s0x3bae17be81a48595:0x1990da1d8f819205!8m2!3d12.987977!4d77.6219718!16s%2Fg%2F11lkgpqbqm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:24:18.530539
Pradhan Electrical & Plumbing Services,Electrical installation service,,Bangalore,Karnataka,,12.9533517,77.658415,07846853306,,,SaturdayOpen 24 hoursSunday8 am–9 pmMonday8 am–9 pmTuesday8 am–9 pmWednesday8 am–9 pmThursday8 am–9 pmFriday8 am–9 pmSuggest new hours,,,,,,Operational,"https://www.google.com/maps/place/Pradhan+Electrical+%26+Plumbing+Services/@12.9533517,77.658415,13z/data=!3m1!4b1!4m6!3m5!1s0x4acc0ad6db620f3d:0xbed186eade3d2b1c!8m2!3d12.9533518!4d77.658415!16s%2Fg%2F11pyc52qxd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:24:30.838743
"SRR Contractors | Painting, Interior Design, Plumbing & Civil Construction Services In Bengaluru",Contractor,"Byrappa House, 35/03, 2nd Main Rd, Sector B, Vignan Nagar, New Thippasandra, Bengaluru, Karnataka 560075",Bangalore,Karnataka,560075,12.9724942,77.6813118,09901158688,https://srrcontractor.com/,,Saturday10 am–7 pmSunday10 am–7 pmMondayClosedTuesday10 am–7 pmWednesday10 am–7 pmThursday10 am–7 pmFriday10 am–7 pmSuggest new hours,False,5.0,17,,,Operational,"https://www.google.com/maps/place/SRR+Contractors+%7C+Painting,+Interior+Design,+Plumbing+%26+Civil+Construction+Services+In+Bengaluru/@12.9724942,77.6813118,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11ae43e52625:0x99b83e91dbb9312b!8m2!3d12.9724942!4d77.6813118!16s%2Fg%2F11v5vqlktr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:24:36.881745
Sourav Plumbing Work,Plumber,,Bangalore,Karnataka,,13.0284633,77.6318249,,https://www.souravplumbing.com/,,Saturday9 am–8 pmSunday9 am–8 pmMonday9 am–8 pmTuesday9 am–8 pmWednesday9 am–8 pmThursday9 am–8 pmFriday9 am–8 pmSuggest new hours,,5.0,2,,,Operational,"https://www.google.com/maps/place/Sourav+Plumbing+Work/@13.0284633,77.6318249,11z/data=!3m1!4b1!4m6!3m5!1s0xaa2cc962d841d0b:0x5dcfbcc15daa516b!8m2!3d13.0284633!4d77.631825!16s%2Fg%2F11wy4rysxd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:24:47.130149
PLUMBING POINT,Plumbing supply store,"204/1, 4th Cross Rd, Lal Bagh Road, K.S. Garden, Raja Ram Mohanroy Extension, Sudhama Nagar, Bengaluru, Karnataka 560027",Bangalore,Karnataka,560027,12.95935,77.5882306,08277027837,,,Saturday10 am–6:30 pmSundayClosedMonday9:30 am–6:30 pmTuesday9:30 am–6:30 pmWednesday9:30 am–6:30 pmThursday9:30 am–6:30 pmFriday9:30 am–6:30 pmSuggest new hours,False,4.7,3,"·

Delivery
",,Operational,"https://www.google.com/maps/place/PLUMBING+POINT/@12.95935,77.5882306,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15eb609d45a5:0x9f22cb24eccdd139!8m2!3d12.95935!4d77.5882306!16s%2Fg%2F11k5246bgf?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:24:53.132920
Pneutech plumbing,Construction Material Wholesaler,"Dr. Ummer Shariff, road, Basavanagudi, Bengaluru, Karnataka 560004",Bangalore,Karnataka,560004,12.9422497,77.5796074,08147867634,,,,,4.6,11,,,Operational,"https://www.google.com/maps/place/Pneutech+plumbing/@12.9422497,77.5796074,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15c3e3221ed7:0x1cb3148b87504148!8m2!3d12.9422497!4d77.5796074!16s%2Fg%2F11p6q15q1w?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:25:01.396036
SRI RAM PLUMBING MAINTENANCE SERVICES BANGALORE,Plumber,"Babu tailor, 4th Cross Rd, Kundalahalli Colony, th, Bengaluru, Karnataka 560037",Bangalore,Karnataka,560037,12.9698926,77.7119989,09337929447,,,Saturday9 am–9 pmSunday9 am–9 pmMonday9 am–9 pmTuesday9 am–9 pmWednesday9 am–9 pmThursday9 am–9 pmFriday9 am–9 pmSuggest new hours,,4.9,507,,,Operational,"https://www.google.com/maps/place/SRI+RAM+PLUMBING+MAINTENANCE+SERVICES+BANGALORE/@12.9698926,77.7119989,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13e433731b1b:0x8d01b704149e3f93!8m2!3d12.9698926!4d77.7119989!16s%2Fg%2F11t3_d1f55?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:25:09.354972
GENZEEE PLUMBER IAM MORDERN PLUMBER,Plumber,"Muneswara Layout, NGEF Layout, Krishnaiyyanapalya, Bennigana Halli, Bengaluru, Karnataka 560038",Bangalore,Karnataka,560038,12.996291,77.654325,,https://genzeee-plumber-iam.grexa.site/,,SaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSuggest new hours,,,,,,Operational,"https://www.google.com/maps/place/GENZEEE+PLUMBER+IAM+MORDERN+PLUMBER/@12.996291,77.654325,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae110050eb3d75:0x2b5afe2285ce98f6!8m2!3d12.996291!4d77.654325!16s%2Fg%2F11mrn_hhvj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:25:20.651442
Saurabh Enterprises,Pipes Wholesaler,"Shop No:#55/4, 4th Cross, Lal Bagh Main Rd, K.S. Garden, Raja Ram Mohanroy Extension, Sudhama Nagar, Bengaluru, Karnataka 560027",Bangalore,Karnataka,560027,12.9585908,77.5911427,09448161044,http://saurabhenterprises.com/,,Friday12–7 am9:30 am–12 amSaturday12–7 am9:30 am–12 amSunday12–7 amMonday9:30 am–12 amTuesday12–7 am9:30 am–12 amWednesday12–7 am9:30 am–12 amThursday12–7 am9:30 am–12 amSuggest new hours,,4.5,13,,,Operational,"https://www.google.com/maps/place/Saurabh+Enterprises/@12.9585908,77.5911427,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15dda4a3a569:0x26bb395c775efdc9!8m2!3d12.9585908!4d77.5911427!16s%2Fg%2F1td2fbny?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:25:26.905178
S K Enterprises,Plumbing supply store,"330, 6th Cross Rd, Halasuru, Motappanpalya, Indiranagar, Bengaluru, Karnataka 560038",Bangalore,Karnataka,560038,12.9809069,77.6280411,,https://sites.google.com/view/skenterprisesplumbing/home,,,,,,,,Operational,"https://www.google.com/maps/place/S+K+Enterprises/@12.9809069,77.6280411,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae179b9d1ed2c3:0xbf1d1e65f0aa2054!8m2!3d12.9809069!4d77.6280411!16s%2Fg%2F11yq2xl_gn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:25:37.843757
Facility Solutions,Interior architect office,"2nd Floor, 50, 16th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",Bangalore,Karnataka,560008,12.9661097,77.641693,09945239267,http://facilitysolutions.in/,,,,5.0,39,,,Operational,"https://www.google.com/maps/place/Facility+Solutions/@12.9661097,77.641693,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1402910125f5:0xbe9d79fa790c79ff!8m2!3d12.9661097!4d77.641693!16s%2Fg%2F1tp1x7vs?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:25:44.963863
Wisdom aqua solution,Bathroom supply store,"shop no 5, 169-4, Benki Nawab St, S.P Road Cross, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002",Bangalore,Karnataka,560002,12.9648351,77.5794249,09066693342,https://www.instagram.com/wisdom_aqua_solution?igsh=MTNwMjU0ODE1bDR5aw%3D%3D&utm_source=qr,,Saturday10 am–9 pmSunday10 am–4 pmMonday10 am–9 pmTuesday10 am–9 pmWednesday10 am–9 pmThursday10 am–9 pmFriday10 am–9 pmSuggest new hours,,5.0,22,,,Operational,"https://www.google.com/maps/place/Wisdom+aqua+solution/@12.9648351,77.5794249,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15005b4214b7:0xf369f8d0b92af43c!8m2!3d12.9648351!4d77.5794249!16s%2Fg%2F11ms35d8_j?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:25:51.391715
Karnataka Plumbing Works,Plumbing supply store,"Shop No.134/3, 5th Main, 3rd Cross, 5th Main Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560018",Bangalore,Karnataka,560018,12.9569899,77.567186,09845958808,,,Saturday10:30 am–6:30 pmSunday10:30 am–6:30 pmMonday10:30 am–6:30 pmTuesday10:30 am–6:30 pmWednesday10:30 am–6:30 pmThursday10:30 am–6:30 pmFriday10:30 am–6:30 pmSuggest new hours,,4.4,7,"·

Delivery
",,Operational,"https://www.google.com/maps/place/Karnataka+Plumbing+Works/@12.9569899,77.567186,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15f9846f9fcf:0x1b20b1ad998ee6a9!8m2!3d12.9569899!4d77.567186!16s%2Fg%2F1ptxfybk7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:25:57.746970
Maruthi Ceramics Indiranagar Toto Bangalore Showroom,Tile store,"2989/C, 12th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008",Bangalore,Karnataka,560008,,,08048660514,https://maruthiceramics.com/indiranagar/,,Saturday10 am–8 pmSundayClosedMonday10 am–8 pmTuesday10 am–8 pmWednesday10 am–8 pmThursday10 am–8 pmFriday10 am–8 pmSuggest new hours,False,4.8,260,"·

Delivery
",,Operational,https://www.google.com/maps/place/Maruthi+Ceramics+Indiranagar+Toto+Bangalore+Showroom/data=!4m7!3m6!1s0x3bae16a9db0e9e63:0x9afabc01d9308e68!8m2!3d12.970218!4d77.6459829!16s%2Fg%2F11f3jwqfyf!19sChIJY54O26kWrjsRaI4w2QG8-po?authuser=0&hl=en&rclk=1,2026-08-08T06:26:02.557347
Sahoo Plumbing And Sanitary,Home goods store,"137,1st Main, 5th Cross Rd, Krishnaiyyanapalya, Bennigana Halli, Bengaluru, Karnataka 560038",Bangalore,Karnataka,560038,12.9963814,77.6536308,09113263968,,,Saturday9:30 am–8:30 pmSundayClosedMonday9:30 am–8:30 pmTuesday9:30 am–8:30 pmWednesday9:30 am–8:30 pmThursday9:30 am–8:30 pmFriday9:30 am–8:30 pmSuggest new hours,False,4.7,3,"·

In-store shopping
·

Delivery
",,Operational,"https://www.google.com/maps/place/Sahoo+Plumbing+And+Sanitary/@12.9963814,77.6536308,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae16cb5d782ea5:0x45544a34e883fa71!8m2!3d12.9963814!4d77.6536308!16s%2Fg%2F11hctjtcvk?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:26:08.438235
Ashwarya plumbing supply,Plumbing supply store,"62-68, Chandni Chowk Rd, Swamy Shivanandapuram, Shivaji Nagar, Bengaluru, Karnataka 560051",Bangalore,Karnataka,560051,12.9847736,77.6023591,09060984800,,,Saturday9 am–9 pmSunday9 am–8 pmMonday9 am–9 pmTuesday9 am–9 pmWednesday9 am–9 pmThursday9 am–9 pmFriday9 am–9 pmSuggest new hours,,3.0,2,"·

Delivery
",,Operational,"https://www.google.com/maps/place/Ashwarya+plumbing+supply/@12.9847736,77.6023591,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1661542932c9:0xcd726324c0c13512!8m2!3d12.9847736!4d77.6023591!16s%2Fg%2F11bwyqzz8s?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:26:14.696475
Annapurna plumbing and services,Plumber,"Nagarathpet Main Rd, near vallabaharaya, opposite Bengaluru, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560001",Bangalore,Karnataka,560001,12.9650431,77.5823114,,,,,,,,,,Operational,"https://www.google.com/maps/place/Annapurna+plumbing+and+services/@12.9650431,77.5823114,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1529577d6bc3:0xdd8bf9480a01f9c1!8m2!3d12.9650431!4d77.5823114!16s%2Fg%2F11nr0c_63s?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:26:27.205326
"Agrawal Home Durables (Best Hardware, Sanitaryware & Plumbing #1 in Bangalore Chickpet Market, Kilari Road)",Hardware store,"Anchepet, Chickpet, Bengaluru, Karnataka 560053",Bangalore,Karnataka,560053,,,07019102675,http://homedurables.com/,,Saturday10:30 am–9 pmSunday11 am–4 pmMonday10:30 am–9 pmTuesday10:30 am–9 pmWednesday10:30 am–9 pmThursday10:30 am–9 pmFriday10:30 am–9 pmSuggest new hours,,4.9,384,"·

In-store shopping
·

In-store pick-up
·

Delivery
",,Operational,"https://www.google.com/maps/place/Agrawal+Home+Durables+%28Best+Hardware,+Sanitaryware+%26+Plumbing+%231+in+Bangalore+Chickpet+Market,+Kilari+Road%29/data=!4m7!3m6!1s0x3bae170610b7bb37:0xf98cab5ed706c921!8m2!3d12.9721914!4d77.5780225!16s%2Fg%2F11qnt9pqs5!19sChIJN7u3EAYXrjsRIckG116rjPk?authuser=0&hl=en&rclk=1",2026-08-08T06:26:40.666856
Plumbing and painting carpenter work,Market,"Windtunnel road, 3rd Cross Rd, near Sophia school, Muniyappa Layout, Bengaluru, Karnataka 560017",Bangalore,Karnataka,560017,12.9532771,77.6527471,,,,,,1.0,,,,Operational,"https://www.google.com/maps/place/Plumbing+and+painting+carpenter+work/@12.9532771,77.6527471,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15e52dadbe4b:0x48bdd0a52d1f4a1c!8m2!3d12.9532771!4d77.6527471!16s%2Fg%2F11ylmy0q_w?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:26:50.639572
Sri Sai Ganesh Plumbing Works,Plumber,,Bangalore,Karnataka,,12.987977,77.6219718,09964649359,,,Saturday9 am–8 pmSunday9 am–8 pmMonday9 am–8 pmTuesday9 am–8 pmWednesday9 am–8 pmThursday9 am–8 pmFriday9 am–8 pmSuggest new hours,,5.0,2,,,Operational,"https://www.google.com/maps/place/Sri+Sai+Ganesh+Plumbing+Works/@12.987977,77.6219718,11z/data=!3m1!4b1!4m6!3m5!1s0x3bae176dfc3dc0eb:0x9ec55c16837e5c68!8m2!3d12.987977!4d77.6219718!16s%2Fg%2F11j1dkdp2t?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:27:00.732669
LocalRamu,Appliance repair service,"3rd Floor, 2569/665, 27th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",Bangalore,Karnataka,560102,12.9162595,77.6516447,07676407640,https://localramu.com/,,Saturday7 am–8 pmSunday7 am–8 pmMonday7 am–8 pmTuesday7 am–8 pmWednesday7 am–8 pmThursday7 am–8 pmFriday7 am–8 pmSuggest new hours,,3.9,4610,,,Operational,"https://www.google.com/maps/place/LocalRamu/@12.9162595,77.6516447,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1487527657f1:0x222c9a253a067e51!8m2!3d12.9162595!4d77.6516447!16s%2Fg%2F11c57mz4d0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:27:06.956459
Bhumi plumber and painter service's,Plumber,"Kondappa Layout, Kaggadasapura, Bengaluru, Karnataka 560093",Bangalore,Karnataka,560093,12.9785501,77.6836309,09353671464,,,Saturday8 am–10 pmSunday8 am–10 pmMonday8 am–10 pmTuesday8 am–10 pmWednesday8 am–10 pmThursday8 am–10 pmFriday8 am–10 pmSuggest new hours,,,,,,Operational,"https://www.google.com/maps/place/Bhumi+plumber+and+painter+service's/@12.9785501,77.6836309,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11c1085798c3:0x4b3f5e7f71fd8540!8m2!3d12.9785501!4d77.6836309!16s%2Fg%2F11npz5979x?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:27:17.262025
Universal Traders.,Building materials supplier,"SK Towers 49/2 625 4th Main Road, 5th Cross Rd, next to Moon light Hotel, Malleshwaram, Bengaluru, Karnataka 560003",Bangalore,Karnataka,560003,12.9965245,77.5686665,07760381269,,,Saturday10:30 am–8 pmSundayClosedMonday10:30 am–8 pmTuesday10:30 am–8 pmWednesday10:30 am–8 pmThursday10:30 am–8 pmFriday10:30 am–8 pmSuggest new hours,False,5.0,64,,,Operational,"https://www.google.com/maps/place/Universal+Traders./@12.9965245,77.5686665,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae16077d205913:0xedeba69e2787ac95!8m2!3d12.9965245!4d77.5686665!16s%2Fg%2F11j4sx0h3s?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:27:25.198051
A To Z Plumbing Spares,Hardware store,"Government Hospital, 1, Bazaar Street, Adugodi Main Rd, near Government Hospital, AK Colony, Adugodi, Bengaluru, Karnataka 560030",Bangalore,Karnataka,560030,12.9440518,77.6083141,09972248155,,,Saturday10 am–7 pmSundayClosedMonday10 am–7 pmTuesday10 am–7 pmWednesday10 am–7 pmThursday10 am–7 pmFriday10 am–7 pmSuggest new hours,False,,,"·

Delivery
",,Operational,"https://www.google.com/maps/place/A+To+Z+Plumbing+Spares/@12.9440518,77.6083141,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae144ab4f6e7d1:0xee0bc111818e8da1!8m2!3d12.9440518!4d77.6083141!16s%2Fg%2F11t6s9czq6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:27:33.613921
R K BUILD TECH HARDWARE AND SANITARY,Hardware store,"Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560008",Bangalore,Karnataka,560008,12.9782592,77.6333189,09738742414,,,Saturday9:30 am–8:30 pmSunday9:30 am–4 pmMonday9:30 am–8:30 pmTuesday9:30 am–8:30 pmWednesday9:30 am–8:30 pmThursday9:30 am–8:30 pmFriday9:30 am–8:30 pmSuggest new hours,,4.3,9,"·

In-store shopping
·

In-store pick-up
·

Delivery
",,Operational,"https://www.google.com/maps/place/R+K+BUILD+TECH+HARDWARE+AND+SANITARY/@12.9782592,77.6333189,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae17350721ed75:0x12c35ba7935c8017!8m2!3d12.9782592!4d77.6333189!16s%2Fg%2F11h5nr1cnt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDgwNS4xIKXMDSoASAFQAw%3D%3D",2026-08-08T06:27:40.014352
